Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,3,2,Furnished,900,Ready to Move,4,1000,East,1,"₹ 35,00,000","Maulviganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1000 ft2
Builder Floors,2,1,Unfurnished,750,Ready to Move,1,1162,-,1,"₹ 40,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 1162 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","City Station, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Vivek Khand 4, Lucknow, Uttar Pradesh",-
Houses & Villas,3,1,Semi-Furnished,730,Ready to Move,2,1250,North,1,"₹ 60,00,000","Jawahar Nagar, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 1250 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,1,Furnished,600,New Launch,5,2200,North-East,0,"₹ 15,00,000","Naka Hindola Near Lal Kuan, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 2200 ft2
Apartments,2,2,Unfurnished,1100,Ready to Move,6,1220,North-West,0,"₹ 28,00,000","Mahabir Purwa, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1220 ft2
Houses & Villas,3,2,Semi-Furnished,625,Ready to Move,2,1050,North,1,"₹ 40,00,000","Khadra, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1050 ft2
Apartments,2,1,Semi-Furnished,650,New Launch,3,650,-,0,"₹ 20,00,000","Old Sabji Mandi, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 650 ft2
Houses & Villas,2,2,Furnished,1200,Ready to Move,1,1400,East,1,"₹ 58,00,000","Oblige, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1400 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Charbag, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Semi-Furnished,1000,Ready to Move,-,1300,East,1,"₹ 55,00,000","Manas Vihar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1300 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Semi-Furnished,1000,Ready to Move,2,1500,East,1,"₹ 60,00,000","Aliganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1500 ft2
Houses & Villas,3,3,Semi-Furnished,1400,New Launch,2,1000,North-East,2,"₹ 69,50,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1000 ft2
Houses & Villas,2,1,Semi-Furnished,1000,Ready to Move,2,1600,North,1,"₹ 60,00,000","IT Colony, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 1600 ft2
Houses & Villas,4,3,Semi-Furnished,1240,Ready to Move,1,1240,East,1,"₹ 65,00,000","Chauk, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1240 ft2
Houses & Villas,2,2,Furnished,875,Ready to Move,1,1015,North-East,1,"₹ 52,50,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1015 ft2
Apartments,3,2,Semi-Furnished,1200,Ready to Move,5,1500,North,1,"₹ 60,00,000","Moti Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1500 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Builder Floors,2,2,Semi-Furnished,1050,Ready to Move,3,1000,-,-,"₹ 32,00,000","Lalkuan, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,3,2,Semi-Furnished,1331,Ready to Move,-,2000,North,1,"₹ 1,15,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 2000 ft2
Houses & Villas,3,2,Furnished,1600,Ready to Move,1,1600,North-East,1,"₹ 55,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1600 ft2
Houses & Villas,2,2,Semi-Furnished,960,Under Construction,1,1150,East,1,"₹ 62,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1150 ft2
Houses & Villas,4+,3,Furnished,1850,Ready to Move,2,1850,South-West,1,"₹ 1,35,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 3 Ba - 1850 ft2
Houses & Villas,4,4,Semi-Furnished,2600,Ready to Move,2,5200,West,2,"₹ 2,70,00,000","Sector 22, Lucknow, Uttar Pradesh",4 Bds - 4 Ba - 5200 ft2
Apartments,2,2,Furnished,1100,Ready to Move,12,1100,-,1,"₹ 75,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,1000,Ready to Move,2,1200,West,1,"₹ 63,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Farm Houses,-,-,-,1000,-,-,1000,-,-,"₹ 4,50,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Semi-Furnished,800,Ready to Move,-,2000,East,1,"₹ 1,30,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 2000 ft2
Apartments,2,2,Semi-Furnished,1090,Ready to Move,4,1175,North,1,"₹ 65,00,000","Vishnupuri, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1175 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Chauk, Lucknow, Uttar Pradesh",-
Houses & Villas,4,3,Furnished,1200,New Launch,1,1600,East,1,"₹ 58,50,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1600 ft2
Apartments,2,1,Furnished,580,Ready to Move,4,620,-,0,"₹ 17,50,000","Chowk, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 620 ft2
Houses & Villas,3,3,Semi-Furnished,900,Ready to Move,-,1600,West,-,"₹ 98,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1600 ft2
Houses & Villas,2,2,-,1000,-,-,1100,West,-,"₹ 55,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Ganeshganj, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,1,600,East,1,"₹ 30,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 600 ft2
Houses & Villas,1,1,Semi-Furnished,300,Ready to Move,1,350,East,1,"₹ 6,00,000","Hazratganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 350 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,1,1200,North,-,"₹ 30,00,000","Chowk, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Semi-Furnished,1134,Ready to Move,18,1134,-,1,"₹ 52,00,000","Oblige, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1134 ft2
Houses & Villas,3,3,Unfurnished,1130,Ready to Move,1,1130,-,-,"₹ 46,00,000","Victoriaganj, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1130 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,4,800,East,1,"₹ 32,00,000","Rajendra Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 800 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Aishbagh, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Furnished,1000,Ready to Move,2,1400,North-West,1,"₹ 70,00,000","Manas Vihar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1400 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Kaisarbagh, Lucknow, Uttar Pradesh",-
Apartments,1,1,Semi-Furnished,500,Ready to Move,2,500,West,0,"₹ 16,00,000","Indira Nagar, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 500 ft2
Houses & Villas,2,2,Semi-Furnished,300,Ready to Move,2,300,West,0,"₹ 27,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 300 ft2
Houses & Villas,-,-,-,0,-,-,0,East,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,3,2,Semi-Furnished,900,Ready to Move,4,990,North-East,1,"₹ 36,00,000","Maulviganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 990 ft2
Apartments,4,4,Furnished,1750,Ready to Move,3,4000,East,2,"₹ 90,00,000","Kaiser Bagh, Lucknow, Uttar Pradesh",4 Bds - 4 Ba - 4000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Semi-Furnished,1400,New Launch,3,1000,North-East,2,"₹ 69,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1000 ft2
Builder Floors,3,3,Semi-Furnished,1100,New Launch,2,1540,West,-,"₹ 82,50,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1540 ft2
Apartments,2,2,Furnished,1205,Ready to Move,10,1205,West,1,"₹ 85,00,000","Balmiki Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1205 ft2
Apartments,2,2,Furnished,950,Ready to Move,1,750,-,1,"₹ 27,00,000","Katwall Katsarbagh, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 750 ft2
Builder Floors,4+,3,Semi-Furnished,1800,New Launch,5,2150,East,2,"₹ 90,00,000","Jiya Mau, Lucknow, Uttar Pradesh",4+ Bds - 3 Ba - 2150 ft2
Houses & Villas,3,2,Furnished,900,Ready to Move,1,1000,North-East,1,"₹ 46,00,000","Oblige, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1000 ft2
Farm Houses,-,-,-,3000,-,-,3000,-,-,"₹ 12,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,950,Ready to Move,4,950,North,1,"₹ 25,00,000","Talal Pande, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 950 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Lalbagh, Lucknow, Uttar Pradesh",-
Apartments,3,2,Unfurnished,1350,Ready to Move,4,1450,North,1,"₹ 60,00,000","Clay Square, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1450 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,2,Semi-Furnished,1250,Ready to Move,2,2500,North-West,1,"₹ 1,15,00,000","Nishatgani, Lucknow, Uttar Pradesh",4+ Bds - 2 Ba - 2500 ft2
Houses & Villas,4+,-,Unfurnished,800,Ready to Move,5,3000000,East,3,"₹ 30,00,000","Khajuha, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,4+,Furnished,4100,Ready to Move,4,8000,North-East,3+,"₹ 6,00,00,000","Mahanagar, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 8000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Furnished,1050,Ready to Move,1,900,East,1,"₹ 36,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 900 ft2
Houses & Villas,1,1,Furnished,1200,Ready to Move,5,1000,East,0,"₹ 10,000","Hazratganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 1000 ft2
Houses & Villas,4+,2,Semi-Furnished,450,Ready to Move,3,1200,-,1,"₹ 30,00,000","Aliganj, Lucknow, Uttar Pradesh",4+ Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,850,Ready to Move,5,850,North-East,2,"₹ 35,00,000","Churaha, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 850 ft2
Builder Floors,2,2,Semi-Furnished,1100,Ready to Move,6,1180,-,-,"₹ 55,00,000","Sector 22, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1180 ft2
Houses & Villas,2,2,Furnished,750,Ready to Move,1,750,South,0,"₹ 45,00,000","Haidarganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 750 ft2
Farm Houses,-,-,-,1000,-,-,1000,-,-,"₹ 1,99,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Semi-Furnished,900,Under Construction,-,1300,West,1,"₹ 58,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1300 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Mahanagar, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Semi-Furnished,1000,New Launch,2,1400,East,1,"₹ 72,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1400 ft2
Houses & Villas,4+,4+,Furnished,1360,Ready to Move,2,2700,East,3+,"₹ 1,60,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 2700 ft2
Houses & Villas,4,3,Semi-Furnished,2350,Ready to Move,-,4000,North,-,"₹ 2,70,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 4000 ft2
Apartments,3,3,Furnished,2200,Ready to Move,10,2400,East,1,"₹ 1,50,00,000","Vijay Khand, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 2400 ft2
Houses & Villas,3,3,Semi-Furnished,900,Ready to Move,-,1400,East,-,"₹ 50,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1400 ft2
Farm Houses,-,-,-,0,-,-,0,East,-,"₹ 18,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,1,Semi-Furnished,500,Ready to Move,4,500,North-East,0,"₹ 16,00,000","Akbari Gate, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 500 ft2
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,2,1000,West,2,"₹ 40,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Barha Railway Colony, Lucknow, Uttar Pradesh",-
Houses & Villas,3,1,Semi-Furnished,730,Ready to Move,1,1250,South,1,"₹ 60,00,000","Jawahar Nagar, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 1250 ft2
Houses & Villas,4+,4,Semi-Furnished,2000,Ready to Move,-,4000,East,-,"₹ 1,95,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 4 Ba - 4000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Furnished,1650,Ready to Move,1,1500,East,1,"₹ 60,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1500 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,1180,Ready to Move,1,1300,-,-,"₹ 88,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1300 ft2
Houses & Villas,-,-,-,0,-,-,0,East,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,2,Furnished,2000,Ready to Move,2,760,North,1,"₹ 55,00,000","Oblige, Lucknow, Uttar Pradesh",4+ Bds - 2 Ba - 760 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 5,99,000","Lucknow Zoo, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,300,Ready to Move,1,700,North,1,"₹ 18,00,000","Oblige, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 700 ft2
Houses & Villas,3,3,Semi-Furnished,1100,Ready to Move,-,1700,East,1,"₹ 60,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1700 ft2
-,-,-,-,-,-,-,-,-,-,-,-,-
Builder Floors,3,1,Furnished,800,New Launch,2,800,-,0,"₹ 35,00,000","Aminabad, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 800 ft2
Apartments,1,1,Semi-Furnished,400,Ready to Move,5,1100,East,0,"₹ 13,50,000","Pataura Ganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 1100 ft2
Houses & Villas,3,2,Semi-Furnished,1080,Ready to Move,2,1500,North,-,"₹ 45,00,000","Lucknow Cantonment, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1500 ft2
Apartments,2,2,Furnished,745,Ready to Move,5,800,North-East,1,"₹ 39,50,000","Golaganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 800 ft2
Houses & Villas,3,3,Semi-Furnished,1350,Ready to Move,2,2250,North-East,1,"₹ 1,55,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 2250 ft2
Houses & Villas,3,2,Unfurnished,650,Under Construction,-,1000,East,-,"₹ 70,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1000 ft2
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 15,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,3,2,Semi-Furnished,950,Ready to Move,4,1140,North-East,1,"₹ 45,60,000","Aminabad, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1140 ft2
Apartments,2,2,Semi-Furnished,990,Ready to Move,12,1170,-,1,"₹ 68,00,000","Husainganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1170 ft2
Houses & Villas,3,3,Furnished,1000,Ready to Move,2,1400,North-East,1,"₹ 70,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1400 ft2
Apartments,2,2,Unfurnished,815,Ready to Move,4,900,North-East,1,"₹ 70,00,000","Lalbagh, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 900 ft2
Houses & Villas,4,3,Furnished,2400,Ready to Move,0,3000,North-East,2,"₹ 1,95,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 3000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Aminabad, Lucknow, Uttar Pradesh",-
Apartments,1,1,Unfurnished,450,Ready to Move,3,500,East,1,"₹ 16,50,000","Khadra, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 500 ft2
Houses & Villas,3,3,Furnished,1000,Ready to Move,3,400,West,1,"₹ 34,00,000","Aliganj, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 400 ft2
Houses & Villas,4+,2,Unfurnished,3000,Ready to Move,1,3000,West,3+,"₹ 3,00,00,000","Aliganj, Lucknow, Uttar Pradesh",4+ Bds - 2 Ba - 3000 ft2
Houses & Villas,3,3,Semi-Furnished,1050,Ready to Move,2,1550,South-East,1,"₹ 65,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1550 ft2
Houses & Villas,3,2,Unfurnished,1420,Ready to Move,1,1420,North-East,0,"₹ 75,00,000","Lalkuan, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1420 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hasanganj,  Lucknow, Uttar Pradesh",-
Apartments,2,2,Furnished,1192,Ready to Move,5,8000,-,1,"₹ 27,00,000","Chowk, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 8000 ft2
Apartments,2,2,Furnished,800,Ready to Move,5,800,North-East,1,"₹ 37,00,000","Tiwamau, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 800 ft2
Houses & Villas,2,2,Furnished,900,Ready to Move,1,1050,East,1,"₹ 36,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1050 ft2
Builder Floors,2,2,Furnished,900,Ready to Move,4,1090,North-East,1,"₹ 44,00,000","Sarvodaya Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1090 ft2
Houses & Villas,3,2,Unfurnished,1500,Ready to Move,2,1100,West,1,"₹ 55,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1100 ft2
Houses & Villas,4,2,Semi-Furnished,1500,Ready to Move,1,1500,East,1,"₹ 50,00,000","Aliganj, Lucknow, Uttar Pradesh",4 Bds - 2 Ba - 1500 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Houses & Villas,4,3,Furnished,800,Ready to Move,2,1700,North-West,1,"₹ 70,00,000","Hari Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1700 ft2
Houses & Villas,3,1,Semi-Furnished,500,Under Construction,500,500,East,0,"₹ 26,00,000","Rani Katra, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 500 ft2
Houses & Villas,4,3,Furnished,450,Ready to Move,3,1050,South-West,1,"₹ 35,00,000","Aishbagh, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1050 ft2
Houses & Villas,1,1,Semi-Furnished,486,Ready to Move,2,800,North,1,"₹ 30,00,000","Aliganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 800 ft2
Houses & Villas,3,3,Unfurnished,1400,Ready to Move,1,1650,East,1,"₹ 70,00,000","Manas Vihar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1650 ft2
Apartments,3,2,Furnished,1250,Ready to Move,5,5000,North-West,1,"₹ 60,00,000","Kaisarbagh, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 5000 ft2
Houses & Villas,2,2,Furnished,700,Ready to Move,1,700,East,1,"₹ 28,00,000","Narpatkhera, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 700 ft2
Apartments,3,3,Unfurnished,1250,Ready to Move,3,1350,North-East,1,"₹ 52,00,000","Kaiser Bagh, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1350 ft2
