Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Houses & Villas,3,3,Semi-Furnished,2300,New Launch,-,1453,North,1,"₹ 1,20,00,000","Dabha, Nagpur, Maharashtra",3 Bds - 3 Ba - 1453 ft2
Houses & Villas,2,2,Unfurnished,800,Under Construction,-,1000,East,1,"₹ 38,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,3,3,-,1050,Ready to Move,1,1450,East,1,"₹ 49,99,999","Somalwada, Nagpur, Maharashtra",3 Bds - 3 Ba - 1450 ft2
Builder Floors,4,3,Unfurnished,600,Ready to Move,2,600,East,1,"₹ 43,00,000","Itwari, Nagpur, Maharashtra",4 Bds - 3 Ba - 600 ft2
Apartments,2,2,Semi-Furnished,700,Ready to Move,3,1050,East,3+,"₹ 51,00,000","Mhalgi Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,4,850,West,1,"₹ 21,50,786","Godhani, Nagpur, Maharashtra",2 Bds - 2 Ba - 850 ft2
Houses & Villas,3,3,Semi-Furnished,1200,Ready to Move,0,1500,East,2,"₹ 25,000","Sadar Bazaar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,2,1,Semi-Furnished,6000,-,4,2000,-,3+,"₹ 12,000","Panch Shell Chowk, Nagpur, Maharashtra",2 Bds - 1 Ba - 2000 ft2
Houses & Villas,4,3,Unfurnished,1800,Under Construction,2,2100,East,1,"₹ 79,50,000","Zingabai Takli, Nagpur, Maharashtra",4 Bds - 3 Ba - 2100 ft2
Apartments,2,2,Semi-Furnished,575,Ready to Move,4,700,North-East,1,"₹ 19,50,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 700 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,7,900,East,2,"₹ 18,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Houses & Villas,4+,4+,Furnished,2044,-,3,2044,-,-,"₹ 2,50,00,000","Dharampeth, Nagpur, Maharashtra",4+ Bds - 4+ Ba - 2044 ft2
Apartments,2,1,Unfurnished,000,Ready to Move,4,700,North,1,"₹ 18,00,866","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Apartments,3,3,Semi-Furnished,1400,Under Construction,6,1500,East,1,"₹ 65,00,000","Omkar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Houses & Villas,1,1,Unfurnished,1200,Ready to Move,1,600,South,1,"₹ 30,00,000","Lalganj, Nagpur, Maharashtra",1 Bds - 1 Ba - 600 ft2
Houses & Villas,3,3,Semi-Furnished,1700,Ready to Move,1,980,North-East,1,"₹ 80,00,000","Revati Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 980 ft2
Houses & Villas,3,2,Semi-Furnished,600,New Launch,2,600,East,-,"₹ 16,50,000","Chitrashala Nagar, Nagpur, Maharashtra",3 Bds - 2 Ba - 600 ft2
Houses & Villas,2,1,Semi-Furnished,1050,Ready to Move,1,1100,North,1,"₹ 41,00,000","Besa, Nagpur, Maharashtra",2 Bds - 1 Ba - 1100 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,2,1,Unfurnished,1000,Ready to Move,1,1200,South,0,"₹ 52,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 1 Ba - 1200 ft2
Apartments,2,2,Unfurnished,650,Ready to Move,5,920,East,1,"₹ 35,00,000","Manewada, Nagpur, Maharashtra",2 Bds - 2 Ba - 920 ft2
Houses & Villas,4,3,Unfurnished,1305,Under Construction,2,1612,West,1,"₹ 52,50,000","Koradi Road, Nagpur, Maharashtra",4 Bds - 3 Ba - 1612 ft2
Apartments,2,1,Unfurnished,000,Ready to Move,4,700,North,1,"₹ 18,00,002","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,2,2,Unfurnished,30,Ready to Move,1,20,South-West,0,"₹ 12,00,000","Shaukat Ali Chowk, Nagpur, Maharashtra",2 Bds - 2 Ba - 20 ft2
Apartments,1,1,Unfurnished,600,Ready to Move,5,3000,East,3+,"₹ 15,00,000","Sadar Bazaar, Nagpur, Maharashtra",1 Bds - 1 Ba - 3000 ft2
Houses & Villas,2,3,Unfurnished,400,New Launch,1600,1600,-,-,"₹ 86,00,000","Shanti Nagar, Nagpur, Maharashtra",2 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Furnished,700,-,4,750,East,1,"₹ 27,00,000","Kukmani Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Houses & Villas,1,2,Unfurnished,600,Ready to Move,1,600,-,-,"₹ 18,00,000","Kalmna, Nagpur, Maharashtra",1 Bds - 2 Ba - 600 ft2
Houses & Villas,2,4,Furnished,500,New Launch,2,600,East,1,"₹ 90,00,000","Azamshaha Chowk, Nagpur, Maharashtra",2 Bds - 4 Ba - 600 ft2
Houses & Villas,4,3,Unfurnished,1180,Ready to Move,2,1300,East,1,"₹ 1,25,00,000","Manewada, Nagpur, Maharashtra",4 Bds - 3 Ba - 1300 ft2
Apartments,1,1,Semi-Furnished,400,Ready to Move,4,50000,North-East,1,"₹ 13,50,000","Vaishnavt Mata Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 50000 ft2
Apartments,2,1,Unfurnished,401,Ready to Move,4,650,East,1,"₹ 18,00,000","Gotal Pajri, Nagpur, Maharashtra",2 Bds - 1 Ba - 650 ft2
Apartments,2,2,Furnished,711,Ready to Move,4,830,North,1,"₹ 28,50,000","Dixit Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 830 ft2
Houses & Villas,1,1,Unfurnished,990,Ready to Move,1,450,-,-,"₹ 16,00,000","Loksatta, Nagpur, Maharashtra",1 Bds - 1 Ba - 450 ft2
Apartments,2,2,Furnished,850,Ready to Move,4,1000,South,0,"₹ 40,00,000","Hajrat Baba Mansur Chowk, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,677","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,-,-,-,600,Ready to Move,2,800,West,-,"₹ 16,00,000","Sakkardara, Nagpur, Maharashtra",-
Apartments,3,2,Semi-Furnished,1300,Under Construction,6,1500,West,1,"₹ 55,00,000","Wathoda, Nagpur, Maharashtra",3 Bds - 2 Ba - 1500 ft2
Apartments,2,2,Semi-Furnished,950,Ready to Move,5,3000,South,3+,"₹ 45,00,000","Mecosabagh, Nagpur, Maharashtra",2 Bds - 2 Ba - 3000 ft2
Houses & Villas,2,2,Semi-Furnished,1000,Ready to Move,1,1200,North,-,"₹ 40,00,000","New Khasala, Nagpur, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,-,700,Ready to Move,7,980,East,1,"₹ 23,50,000","Wardha Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 980 ft2
Apartments,3,3,Semi-Furnished,1445,Ready to Move,-,1485,-,-,"₹ 65,00,000","Wardha Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1485 ft2
Apartments,2,1,Semi-Furnished,510,Ready to Move,3,750,East,-,"₹ 25,00,000","Besa, Nagpur, Maharashtra",2 Bds - 1 Ba - 750 ft2
Apartments,1,1,Semi-Furnished,500,Ready to Move,3,525,East,1,"₹ 26,00,000","Tukdoji Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 525 ft2
Builder Floors,2,2,Unfurnished,285,Ready to Move,1,285,-,-,"₹ 35,00,000","Mominpura, Nagpur, Maharashtra",2 Bds - 2 Ba - 285 ft2
Apartments,1,1,Unfurnished,350,Ready to Move,3,400,North,3+,"₹ 17,00,000","Venkatesh Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 400 ft2
Apartments,2,2,Semi-Furnished,650,Ready to Move,4,1070,West,1,"₹ 36,50,000","Borgaon, Nagpur, Maharashtra",2 Bds - 2 Ba - 1070 ft2
Apartments,1,1,Unfurnished,495,Ready to Move,5,645,North,1,"₹ 27,50,001","Mahajan Layout, Nagpur, Maharashtra",1 Bds - 1 Ba - 645 ft2
Houses & Villas,2,2,Furnished,650,Ready to Move,1,800,South-East,1,"₹ 30,00,000","Samta Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 800 ft2
Houses & Villas,3,-,Furnished,1500,Ready to Move,-,1700,East,1,"₹ 95,00,000","Koradi Road, Nagpur, Maharashtra",-
Apartments,3,3,Semi-Furnished,1470,Ready to Move,7,1640,East,1,"₹ 75,51,000","Narendra Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1640 ft2
Farm Houses,1,1,Furnished,350,New Launch,0,5000,East,3+,"₹ 30,00,000","Amravati Road, Nagpur, Maharashtra",1 Bds - 1 Ba - 5000 ft2
Apartments,2,2,Furnished,796,Ready to Move,5,895,East,-,"₹ 49,22,500","Bhandara Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 895 ft2
Houses & Villas,3,3,Unfurnished,1100,Ready to Move,2,1100,West,2,"₹ 77,00,000","Besa, Nagpur, Maharashtra",3 Bds - 3 Ba - 1100 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,4,1000,West,1,"₹ 50,00,000","Manish Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,2,1,Semi-Furnished,550,Ready to Move,00,600,East,1,"₹ 39,00,000","Medical Colony, Nagpur, Maharashtra",2 Bds - 1 Ba - 600 ft2
Houses & Villas,2,2,Furnished,300,Ready to Move,2,300,-,0,"₹ 10,00,000","Ambazari Garden, Nagpur, Maharashtra",2 Bds - 2 Ba - 300 ft2
Houses & Villas,4,3,Unfurnished,1300,Ready to Move,3,1650,East,2,"₹ 60,00,000","Manish Nagar, Nagpur, Maharashtra",4 Bds - 3 Ba - 1650 ft2
Apartments,3,3,Semi-Furnished,1600,Under Construction,6,2000,West,3+,"₹ 61,00,000","Manish Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 2000 ft2
Apartments,3,2,Semi-Furnished,1000,Under Construction,4,1273,East,3+,"₹ 65,00,000","Sutgirni, Nagpur, Maharashtra",3 Bds - 2 Ba - 1273 ft2
Houses & Villas,3,3,Unfurnished,1702,Under Construction,2,1965,North,-,"₹ 74,00,000","Zingabai Takli, Nagpur, Maharashtra",3 Bds - 3 Ba - 1965 ft2
Apartments,2,1,Semi-Furnished,700,Ready to Move,4,800,South,3+,"₹ 26,50,699","Gotal Pajri, Nagpur, Maharashtra",2 Bds - 1 Ba - 800 ft2
Apartments,3,3,Unfurnished,1400,Ready to Move,7,1500,East,1,"₹ 70,00,000","Katol Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,1,1,Unfurnished,650,Ready to Move,3,750,East,1,"₹ 24,00,000","Manak Pur, Nagpur, Maharashtra",1 Bds - 1 Ba - 750 ft2
Builder Floors,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Apartments,2,2,Unfurnished,600,Ready to Move,3,750,East,1,"₹ 25,00,000","Juni Shukarwari Chowk, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Houses & Villas,4+,4+,Semi-Furnished,1700,Ready to Move,3,2600,East,2,"₹ 1,20,00,000","Civil Lines, Nagpur, Maharashtra",4+ Bds - 4+ Ba - 2600 ft2
Apartments,1,1,Semi-Furnished,600,Ready to Move,4,750,East,2,"₹ 22,50,000","Dabha, Nagpur, Maharashtra",1 Bds - 1 Ba - 750 ft2
Apartments,3,3,Semi-Furnished,1400,Ready to Move,4,5000,East,-,"₹ 99,00,000","Civil Lines, Nagpur, Maharashtra",3 Bds - 3 Ba - 5000 ft2
Apartments,2,2,Semi-Furnished,600,Ready to Move,4,750,East,1,"₹ 22,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Houses & Villas,1,1,Semi-Furnished,800,Ready to Move,1,875,East,3+,"₹ 25,00,000","Nagpur GPO, Nagpur, Maharashtra",1 Bds - 1 Ba - 875 ft2
Houses & Villas,3,3,-,1000,Ready to Move,1,1450,East,1,"₹ 50,00,000","Wardha Road,  Nagpur, Maharashtra",3 Bds - 3 Ba - 1450 ft2
Apartments,2,2,Unfurnished,800,Under Construction,14,1250,East,1,"₹ 53,00,000","Sitabuldi, Nagpur, Maharashtra",2 Bds - 2 Ba - 1250 ft2
Builder Floors,2,2,Unfurnished,630,Ready to Move,6,900,North-West,2,"₹ 29,00,000","Narsala, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Houses & Villas,3,2,Unfurnished,1200,Ready to Move,2,1600,West,0,"₹ 72,00,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 2 Ba - 1600 ft2
Apartments,2,2,Semi-Furnished,900,-,4,3000,West,1,"₹ 22,00,000","Civil Lines, Nagpur, Maharashtra",2 Bds - 2 Ba - 3000 ft2
Apartments,2,2,Furnished,1100,Ready to Move,4,950,South-West,1,"₹ 45,00,000","Dixit Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,3,2,Unfurnished,1100,Ready to Move,4,1150,North,3+,"₹ 27,00,000","Gotal Pajri, Nagpur, Maharashtra",3 Bds - 2 Ba - 1150 ft2
Apartments,2,2,Furnished,1100,Ready to Move,4,1100,West,1,"₹ 45,00,000","Sambhu Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,2,2,Unfurnished,480,Ready to Move,1,500,South,1,"₹ 15,50,000","Nandanvan, Nagpur, Maharashtra",2 Bds - 2 Ba - 500 ft2
Houses & Villas,3,3,Semi-Furnished,1500,Ready to Move,-,3000,East,2,"₹ 80,00,000","Sadar Bazaar, Nagpur, Maharashtra",3 Bds - 3 Ba - 3000 ft2
Houses & Villas,4+,4,Furnished,3000,Ready to Move,0,4500,West,0,"₹ 70,00,000","Civil Lines, Nagpur, Maharashtra",4+ Bds - 4 Ba - 4500 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,4,1050,West,1,"₹ 35,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Builder Floors,3,3,Semi-Furnished,1520,Ready to Move,4,1750,North,3+,"₹ 75,00,000","Jafar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1750 ft2
Apartments,3,3,Semi-Furnished,1100,Ready to Move,7,1350,East,1,"₹ 83,00,000","Manewada, Nagpur, Maharashtra",3 Bds - 3 Ba - 1350 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,377","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Apartments,2,2,Semi-Furnished,900,Ready to Move,3,1100,South,1,"₹ 50,00,000","Jafar Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Builder Floors,1,1,Furnished,600,Ready to Move,1,600,East,0,"₹ 22,00,000","Nara Village, Nagpur, Maharashtra",1 Bds - 1 Ba - 600 ft2
Houses & Villas,3,3,Unfurnished,1332,New Launch,2,1600,West,1,"₹ 45,50,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Unfurnished,980,Ready to Move,4,11000,East,3+,"₹ 33,50,000","Zingabai Takli, Nagpur, Maharashtra",2 Bds - 2 Ba - 11000 ft2
Houses & Villas,3,3,Unfurnished,1550,Ready to Move,2,1550,East,3,"₹ 80,00,000","Beltarodi, Nagpur, Maharashtra",3 Bds - 3 Ba - 1550 ft2
Apartments,2,2,Semi-Furnished,679,Ready to Move,11,902,North,1,"₹ 44,00,000","Jaitala, Nagpur, Maharashtra",2 Bds - 2 Ba - 902 ft2
Apartments,3,3,Furnished,2300,Ready to Move,8,2800,North,1,"₹ 1,50,00,000","Gayatri Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 2800 ft2
Apartments,4,4+,Semi-Furnished,1800,Ready to Move,2,2340,South-East,1,"₹ 1,80,00,000","Raj Nagar, Nagpur, Maharashtra",4 Bds - 4+ Ba - 2340 ft2
Houses & Villas,3,3,Semi-Furnished,975,Ready to Move,2,1700,West,1,"₹ 78,00,000","Besa, Nagpur, Maharashtra",3 Bds - 3 Ba - 1700 ft2
Houses & Villas,2,1,Unfurnished,1500,Under Construction,1,1500,North-East,1,"₹ 57,00,000","Anant Nagar, Nagpur, Maharashtra",2 Bds - 1 Ba - 1500 ft2
Builder Floors,1,1,Unfurnished,750,-,-,750,-,-,"₹ 27,00,000","Jaripatka, Nagpur, Maharashtra",1 Bds - 1 Ba - 750 ft2
Apartments,3,3,Semi-Furnished,1100,Ready to Move,4,1250,North,1,"₹ 45,00,000","Borgaon, Nagpur, Maharashtra",3 Bds - 3 Ba - 1250 ft2
Houses & Villas,4,3,Semi-Furnished,1500,Ready to Move,-,3000,East,2,"₹ 95,00,000","Civil Lines, Nagpur, Maharashtra",4 Bds - 3 Ba - 3000 ft2
Apartments,2,2,Unfurnished,600,Under Construction,11,866,East,1,"₹ 26,84,600","Besa, Nagpur, Maharashtra",2 Bds - 2 Ba - 866 ft2
Apartments,1,1,Furnished,450,Ready to Move,5,550,North,0,"₹ 17,00,000","Mahajan Layout, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Houses & Villas,1,1,Unfurnished,230,Ready to Move,0,260,East,0,"₹ 5,79,000","Padhole Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 260 ft2
Houses & Villas,1,1,Unfurnished,45,New Launch,1,1000,East,3+,"₹ 45,000","Nandanvan, Nagpur, Maharashtra",1 Bds - 1 Ba - 1000 ft2
Apartments,3,2,Semi-Furnished,1200,Ready to Move,3,1200,North,2,"₹ 18,000","Laxmi Nagar East, Nagpur, Maharashtra",3 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Semi-Furnished,960,Ready to Move,4,970,East,1,"₹ 39,00,000","Seminary Hills, Nagpur, Maharashtra",2 Bds - 2 Ba - 970 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,980","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Apartments,2,2,Semi-Furnished,800,Under Construction,4,1050,North,3+,"₹ 45,00,000","Manewada,  Nagpur, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,1,Semi-Furnished,800,Ready to Move,3,1000,East,1,"₹ 24,50,000","Kapil Nagar Chowk, Nagpur, Maharashtra",2 Bds - 1 Ba - 1000 ft2
Apartments,4,3,Unfurnished,1400,Ready to Move,3,1900,North,1,"₹ 80,00,000","Swavlambi Nagar, Nagpur, Maharashtra",4 Bds - 3 Ba - 1900 ft2
Apartments,2,1,Unfurnished,850,Ready to Move,2,550,-,1,"₹ 29,00,000","Borgaon, Nagpur, Maharashtra",2 Bds - 1 Ba - 550 ft2
Builder Floors,2,2,Semi-Furnished,600,Ready to Move,2,600,East,0,"₹ 65,00,000","Jagannath Budhawari, Nagpur, Maharashtra",2 Bds - 2 Ba - 600 ft2
Houses & Villas,1,1,Semi-Furnished,600,New Launch,1,600,East,0,"₹ 26,00,000","Kalamna Market, Nagpur, Maharashtra",1 Bds - 1 Ba - 600 ft2
Houses & Villas,2,2,Unfurnished,750,Ready to Move,2,750,-,-,"₹ 25,00,000","Naro Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Apartments,2,1,Semi-Furnished,6000,-,4,2000,-,3+,"₹ 12,000","Panch Shell Chowk, Nagpur, Maharashtra",2 Bds - 1 Ba - 2000 ft2
Houses & Villas,2,2,Unfurnished,1000,Ready to Move,1,1000,West,-,"₹ 65,00,000","Jafar Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,1,1,Unfurnished,490,Under Construction,5,490,East,1,"₹ 12,50,000","Wardha Road, Nagpur, Maharashtra",1 Bds - 1 Ba - 490 ft2
Apartments,3,3,Semi-Furnished,1250,Ready to Move,6,1,-,1,"₹ 80,00,000","Harihar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1 ft2
Houses & Villas,3,2,Semi-Furnished,1600,Ready to Move,0,1840,South-West,2,"₹ 65,00,000","Dighori, Nagpur, Maharashtra",3 Bds - 2 Ba - 1840 ft2
Houses & Villas,1,1,Unfurnished,300,Ready to Move,1,350,North,0,"₹ 15,50,000","Jaripatka, Nagpur, Maharashtra",1 Bds - 1 Ba - 350 ft2
Farm Houses,1,1,Semi-Furnished,30,New Launch,1,5000,East,1,"₹ 30,00,000","Wadi, Nagpur, Maharashtra",1 Bds - 1 Ba - 5000 ft2
Houses & Villas,-,-,-,600,Ready to Move,-,750,-,-,"₹ 16,00,000","Sakkardara, Nagpur, Maharashtra",-
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,3,3,Furnished,750,Ready to Move,1,700,East,1,"₹ 58,00,000","Jaripatka, Nagpur, Maharashtra",3 Bds - 3 Ba - 700 ft2
Houses & Villas,1,3,Unfurnished,600,Under Construction,1,600,North,1,"₹ 28,00,000","Kalamna Market, Nagpur, Maharashtra",1 Bds - 3 Ba - 600 ft2
Houses & Villas,2,2,Semi-Furnished,1250,Ready to Move,2,1500,North-East,2,"₹ 1,55,00,000","Gayatri Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1500 ft2
Apartments,2,-,Semi-Furnished,510,Ready to Move,5,750,East,-,"₹ 26,99,000","Besa, Nagpur, Maharashtra",-
Builder Floors,3,2,Semi-Furnished,2291,Ready to Move,-,98,-,1,"₹ 80,00,000","Chawani, Nagpur, Maharashtra",3 Bds - 2 Ba - 98 ft2
Houses & Villas,3,3,Unfurnished,1350,Ready to Move,2,1350,South,1,"₹ 90,00,000","Tukdoji Chowk, Nagpur, Maharashtra",3 Bds - 3 Ba - 1350 ft2
Houses & Villas,2,2,Unfurnished,700,New Launch,1,850,South,1,"₹ 49,00,000","Arya Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 850 ft2
Builder Floors,4,4,Unfurnished,2200,Ready to Move,25,2200,West,1,"₹ 79,90,000","Wathoda, Nagpur, Maharashtra",4 Bds - 4 Ba - 2200 ft2
Apartments,2,2,Semi-Furnished,750,New Launch,7,860,North-East,1,"₹ 29,00,000","Ghogli, Nagpur, Maharashtra",2 Bds - 2 Ba - 860 ft2
Houses & Villas,2,3,Unfurnished,1250,New Launch,-,1300,North,0,"₹ 50,00,000","Jaripatka, Nagpur, Maharashtra",2 Bds - 3 Ba - 1300 ft2
Houses & Villas,4,3,Unfurnished,1800,Ready to Move,2,2200,West,2,"₹ 97,00,000","Koradi Road, Nagpur, Maharashtra",4 Bds - 3 Ba - 2200 ft2
Apartments,2,2,Semi-Furnished,700,Ready to Move,5,890,East,1,"₹ 40,00,000","Sasane Layout, Nagpur, Maharashtra",2 Bds - 2 Ba - 890 ft2
Apartments,3,3,-,900,Under Construction,14,1450,East,1,"₹ 61,00,000","Narendra Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1450 ft2
Houses & Villas,4,3,Unfurnished,1336,Under Construction,2,1600,North,1,"₹ 49,00,000","Koradi Road, Nagpur, Maharashtra",4 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Furnished,900,Ready to Move,4,950,East,1,"₹ 45,00,000","Narsala, Nagpur, Maharashtra",2 Bds - 2 Ba - 950 ft2
Houses & Villas,4,2,Semi-Furnished,1500,Ready to Move,2,1500,-,1,"₹ 1,00,00,000","Kumbhar Pura Chowk, Nagpur, Maharashtra",4 Bds - 2 Ba - 1500 ft2
Houses & Villas,2,2,Unfurnished,651,Under Construction,0,430,East,1,"₹ 50,00,000","Mahal, Nagpur, Maharashtra",2 Bds - 2 Ba - 430 ft2
Apartments,2,2,Semi-Furnished,1850,Ready to Move,3,900,East,1,"₹ 42,50,000","Telephone nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Houses & Villas,3,4,Furnished,4000,Ready to Move,2,2500,North-East,3+,"₹ 1,75,00,000","Gorewada Road, Nagpur, Maharashtra",3 Bds - 4 Ba - 2500 ft2
