Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,1,1,Semi-Furnished,425,Ready to Move,3,610,East,0,"₹ 38,00,000","Kalher Village, Bhiwandi, Maharashtra",1 Bds - 1 Ba - 610 ft2
Apartments,1,2,Semi-Furnished,440,Ready to Move,10,650,East,1,"₹ 71,00,000","Hiranandani Estate, Thane, Maharashtra",1 Bds - 2 Ba - 650 ft2
Apartments,2,2,Unfurnished,600,Under Construction,50,850,North-East,1,"₹ 89,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 850 ft2
Apartments,1,2,Semi-Furnished,486,Ready to Move,29,650,East,1,"₹ 49,00,000","Anjurdive, Thane, Maharashtra",1 Bds - 2 Ba - 650 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kapurbawdi, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,1,2,Unfurnished,485,Ready to Move,13,685,East,1,"₹ 70,00,000","Manpada, Thane, Maharashtra",1 Bds - 2 Ba - 685 ft2
Apartments,3,3,Unfurnished,800,Ready to Move,30,1100,North-East,2,"₹ 80,00,000","Majiwada, Thane, Maharashtra",3 Bds - 3 Ba - 1100 ft2
Apartments,3,3,Furnished,1100,Ready to Move,24,1600,East,2,"₹ 1,82,00,000","Ghodbuder Road, Thane, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,3,3,Furnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kapurbawdi, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kalwa, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,2,2,Semi-Furnished,800,Ready to Move,9,1280,East,1,"₹ 1,50,00,000","Naupada, Thane, Maharashtra",2 Bds - 2 Ba - 1280 ft2
Apartments,2,2,Semi-Furnished,585,Ready to Move,16,850,East,1,"₹ 95,00,000","Hiranandani Estate, Thane, Maharashtra",2 Bds - 2 Ba - 850 ft2
Houses & Villas,2,1,Unfurnished,1800,Ready to Move,-,1800,East,1,"₹ 36,00,000","Vasant Vihar, Thane, Maharashtra",2 Bds - 1 Ba - 1800 ft2
Apartments,1,2,Unfurnished,500,Ready to Move,4,600,-,1,"₹ 18,00,000","Kasheli Village, Bhiwandi, Maharashtra",1 Bds - 2 Ba - 600 ft2
Apartments,3,3,Unfurnished,1100,Under Construction,55,1500,East,2,"₹ 2,25,00,000","Dhokali, Thane, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,1,2,Furnished,480,Ready to Move,29,733,East,1,"₹ 1,30,00,000","Hiranandani Estate, Thane, Maharashtra",1 Bds - 2 Ba - 733 ft2
Apartments,2,2,Unfurnished,400,Ready to Move,1,500,East,1,"₹ 52,00,000","Vasant Vihar, Thane, Maharashtra",2 Bds - 2 Ba - 500 ft2
Apartments,1,2,Unfurnished,484,Ready to Move,3,605,West,1,"₹ 25,00,000","Chintamani Chowk, Thane, Maharashtra",1 Bds - 2 Ba - 605 ft2
Apartments,2,2,Semi-Furnished,589,Ready to Move,20,898,East,1,"₹ 96,00,000","Kolbad, Thane, Maharashtra",2 Bds - 2 Ba - 898 ft2
Apartments,1,1,Semi-Furnished,485,Ready to Move,22,650,East,0,"₹ 60,00,000","Manpada, Thane, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,1,Unfurnished,446,Under Construction,19,660,East,0,"₹ 38,00,000","Shailesh Nagar, Thane, Maharashtra",1 Bds - 1 Ba - 660 ft2
Apartments,1,2,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kalher, Thane, Maharashtra",1 Bds - 2 Ba - 1187 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kasheli Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,3,2,Unfurnished,960,Ready to Move,21,1144,East,1,"₹ 40,00,000","Majiwada, Thane, Maharashtra",3 Bds - 2 Ba - 1144 ft2
Apartments,1,1,Semi-Furnished,409,Ready to Move,4,585,East,0,"₹ 35,00,000","Kalher, Thane, Maharashtra",1 Bds - 1 Ba - 585 ft2
Apartments,2,2,Semi-Furnished,585,Ready to Move,30,800,East,1,"₹ 85,00,000","Thane West, Thane, Maharashtra",2 Bds - 2 Ba - 800 ft2
Apartments,1,1,Furnished,450,Ready to Move,7,650,East,1,"₹ 65,00,000","Manpada, Thane, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,2,Furnished,490,Ready to Move,3,600,North-East,1,"₹ 25,00,000","Thane West, Thane, Maharashtra",1 Bds - 2 Ba - 600 ft2
Apartments,1,1,Semi-Furnished,290,Ready to Move,4,290,West,0,"₹ 20,00,000","Wagle Estate, Thane, Maharashtra",1 Bds - 1 Ba - 290 ft2
Apartments,1,1,Unfurnished,450,Ready to Move,7,650,West,1,"₹ 58,00,000","Manpada, Thane, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,-,2,Semi-Furnished,250,Ready to Move,4,350,-,-,"₹ 6,00,000","Shailesh Nagar, Thane, Maharashtra",-
Apartments,1,2,Unfurnished,478,Under Construction,7,736,-,-,"₹ 29,44,000","Manpada, Thane, Maharashtra",1 Bds - 2 Ba - 736 ft2
Apartments,2,2,Semi-Furnished,595,Ready to Move,40,750,North-East,1,"₹ 1,10,00,000","Thane West, Thane, Maharashtra",2 Bds - 2 Ba - 750 ft2
Apartments,1,2,Unfurnished,478,Under Construction,7,736,-,-,"₹ 29,44,000","Kalher, Thane, Maharashtra",1 Bds - 2 Ba - 736 ft2
Apartments,1,1,Semi-Furnished,400,Ready to Move,7,640,East,1,"₹ 85,00,000","Teen Hath Naka, Thane, Maharashtra",1 Bds - 1 Ba - 640 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kasheli Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,1,1,Unfurnished,386,Under Construction,30,500,East,0,"₹ 39,49,000","Shilphata Road, Thane, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,2,2,Unfurnished,611,Under Construction,7,941,-,-,"₹ 37,64,000","Kalher Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 941 ft2
Apartments,1,1,Unfurnished,319,Under Construction,26,460,East,0,"₹ 36,00,000","Kalher, Thane, Maharashtra",1 Bds - 1 Ba - 460 ft2
Apartments,2,2,Semi-Furnished,580,Ready to Move,19,680,North-East,1,"₹ 95,00,000","Thane West, Thane, Maharashtra",2 Bds - 2 Ba - 680 ft2
Apartments,1,2,Semi-Furnished,490,Ready to Move,20,750,North-West,1,"₹ 59,00,000","Thane West, Thane, Maharashtra",1 Bds - 2 Ba - 750 ft2
Apartments,2,2,Unfurnished,700,New Launch,2,950,East,1,"₹ 85,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,2,2,Unfurnished,806,Under Construction,33,1000,North,1,"₹ 1,59,00,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Unfurnished,1050,Under Construction,31,3500,East,1,"₹ 95,00,000","Vartak Nagar, Thane, Maharashtra",2 Bds - 2 Ba - 3500 ft2
Apartments,1,1,Unfurnished,300,Ready to Move,10,414,North-East,1,"₹ 30,00,000","Thane East, Thane, Maharashtra",1 Bds - 1 Ba - 414 ft2
Apartments,1,1,Unfurnished,550,Ready to Move,4,550,-,0,"₹ 38,00,000","Kalwa, Thane, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,1,2,Semi-Furnished,417,Ready to Move,24,458,-,1,"₹ 45,00,000","Anjur, Bhiwandi, Maharashtra",1 Bds - 2 Ba - 458 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kasheli Village, Bhiwandi, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,2,2,Furnished,650,Ready to Move,7,1050,West,1,"₹ 95,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,4,4,Semi-Furnished,2250,Ready to Move,30,3500,East,2,"₹ 4,80,00,000","Majiwada, Thane, Maharashtra",4 Bds - 4 Ba - 3500 ft2
Apartments,-,1,Semi-Furnished,425,Ready to Move,4,415,West,-,"₹ 25,00,000","Kalwa, Thane, Maharashtra",-
Apartments,1,2,Unfurnished,478,Under Construction,7,736,-,-,"₹ 29,44,000","Majiwada, Thane, Maharashtra",1 Bds - 2 Ba - 736 ft2
Apartments,1,2,Unfurnished,475,Ready to Move,9,475,West,0,"₹ 42,00,000","Kalwa, Thane, Maharashtra",1 Bds - 2 Ba - 475 ft2
Apartments,2,2,Semi-Furnished,671,Ready to Move,24,920,North-East,1,"₹ 1,00,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 920 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,18,1085,East,1,"₹ 1,55,00,000","Hiranandani Estate, Thane, Maharashtra",2 Bds - 2 Ba - 1085 ft2
Apartments,2,2,Furnished,810,Ready to Move,19,1100,East,1,"₹ 1,11,00,000","Kolshet Road, Thane, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,4+,4+,Semi-Furnished,3688,Ready to Move,32,5500,East,3,"₹ 8,80,00,000","Hiranandani Estate, Thane, Maharashtra",4+ Bds - 4+ Ba - 5500 ft2
Apartments,1,2,Unfurnished,342,Under Construction,17,550,East,0,"₹ 85,50,000","Thane East, Thane, Maharashtra",1 Bds - 2 Ba - 550 ft2
Apartments,3,3,Unfurnished,1000,Ready to Move,24,1200,West,1,"₹ 1,20,00,000","Manpada, Thane, Maharashtra",3 Bds - 3 Ba - 1200 ft2
Apartments,1,1,Semi-Furnished,450,Ready to Move,7,720,East,1,"₹ 1,10,00,000","Naupada, Thane, Maharashtra",1 Bds - 1 Ba - 720 ft2
Apartments,1,2,Semi-Furnished,450,Ready to Move,29,600,East,1,"₹ 70,00,000","Pokharan, Thane, Maharashtra",1 Bds - 2 Ba - 600 ft2
Apartments,1,1,Unfurnished,400,Ready to Move,3,540,East,-,"₹ 22,00,000","Kasheli, Thane, Maharashtra",1 Bds - 1 Ba - 540 ft2
Apartments,2,2,Unfurnished,500,New Launch,30,700,-,-,"₹ 26,00,000","MHADA Colony, Thane, Maharashtra",2 Bds - 2 Ba - 700 ft2
Apartments,2,2,Unfurnished,611,Under Construction,7,941,-,-,"₹ 37,64,000","Kopri Colony, Thane, Maharashtra",2 Bds - 2 Ba - 941 ft2
Apartments,2,2,Semi-Furnished,735,Ready to Move,30,1250,East,1,"₹ 1,32,00,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 1250 ft2
Apartments,3,3,Semi-Furnished,1011,Ready to Move,18,1600,East,2,"₹ 3,00,00,000","Hiranandani Estate, Thane, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kasheli, Thane, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,1,2,Furnished,450,Ready to Move,30,710,North-East,1,"₹ 76,00,000","Ghodbuder Road, Thane, Maharashtra",1 Bds - 2 Ba - 710 ft2
Apartments,1,1,Unfurnished,321,Under Construction,22,339,North-East,1,"₹ 48,00,000","Ghodbuder Road, Thane, Maharashtra",1 Bds - 1 Ba - 339 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kapurbawdi, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,4,4,Semi-Furnished,1650,Ready to Move,27,2250,East,2,"₹ 3,20,00,000","Majiwada, Thane, Maharashtra",4 Bds - 4 Ba - 2250 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kalher Village, Bhiwandi, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,2,2,Unfurnished,611,Under Construction,7,941,-,-,"₹ 37,64,000","Kopri Colony, Thane, Maharashtra",2 Bds - 2 Ba - 941 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kapurbawdi, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kalher Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kalher Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,-,-,Unfurnished,205,Ready to Move,4,245,North-East,1,"₹ 12,00,000","Thane West, Thane, Maharashtra",-
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kopri Colony, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,1,1,Semi-Furnished,340,Ready to Move,4,440,West,0,"₹ 42,00,000","Majiwada, Thane, Maharashtra",1 Bds - 1 Ba - 440 ft2
Apartments,3,2,Unfurnished,950,Under Construction,33,1400,East,1,"₹ 1,99,00,000","Hiranandani Meadows, Thane, Maharashtra",3 Bds - 2 Ba - 1400 ft2
Apartments,2,2,-,748,Ready to Move,27,950,East,2,"₹ 1,45,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,1,1,Unfurnished,540,Ready to Move,30,650,East,1,"₹ 1,52,00,000","Teen Hath Naka, Thane, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,2,2,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Kalher Village, Bhiwandi, Maharashtra",2 Bds - 2 Ba - 1187 ft2
Apartments,1,1,Unfurnished,260,Ready to Move,1,310,East,1,"₹ 10,00,000","Kalwa, Thane, Maharashtra",1 Bds - 1 Ba - 310 ft2
Apartments,1,2,Semi-Furnished,450,Ready to Move,20,700,West,1,"₹ 72,00,000","Hiranandani Estate, Thane, Maharashtra",1 Bds - 2 Ba - 700 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 822 ft2
Apartments,3,3,Unfurnished,771,Under Construction,7,1187,-,-,"₹ 47,48,000","Manpada, Thane, Maharashtra",3 Bds - 3 Ba - 1187 ft2
Apartments,3,2,Semi-Furnished,900,Ready to Move,33,1100,East,1,"₹ 1,69,00,000","Hiranandani Estate, Thane, Maharashtra",3 Bds - 2 Ba - 1100 ft2
Apartments,1,1,Semi-Furnished,445,Ready to Move,11,714,West,1,"₹ 67,00,000","Kalwa, Thane, Maharashtra",1 Bds - 1 Ba - 714 ft2
Apartments,1,1,Unfurnished,350,Ready to Move,4,500,East,1,"₹ 22,00,000","Kasheli Village, Bhiwandi, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,16,1000,East,1,"₹ 95,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,1,2,Semi-Furnished,450,Ready to Move,7,650,North-East,1,"₹ 80,00,000","Dhokali, Thane, Maharashtra",1 Bds - 2 Ba - 650 ft2
Apartments,3,2,Unfurnished,890,Under Construction,30,1200,East,1,"₹ 1,95,00,000","Hiranandani Meadows, Thane, Maharashtra",3 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,403,Under Construction,7,621,-,-,"₹ 24,84,000","Kapurbawdi, Thane, Maharashtra",2 Bds - 2 Ba - 621 ft2
Houses & Villas,4,3,Semi-Furnished,1548,Ready to Move,2,2211,East,2,"₹ 5,25,00,000","Panch Pakhadi, Thane, Maharashtra",4 Bds - 3 Ba - 2211 ft2
Apartments,2,2,Semi-Furnished,700,Ready to Move,16,1050,East,0,"₹ 1,30,00,000","Hiranandani Estate, Thane, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Semi-Furnished,785,Ready to Move,30,1250,South,1,"₹ 1,18,00,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 1250 ft2
Builder Floors,1,1,Unfurnished,400,Ready to Move,4,614,East,-,"₹ 20,00,000","Kasheli Village, Bhiwandi, Maharashtra",1 Bds - 1 Ba - 614 ft2
Apartments,1,2,Unfurnished,403,Under Construction,7,621,-,-,"₹ 24,84,000","Majiwada, Thane, Maharashtra",1 Bds - 2 Ba - 621 ft2
Apartments,2,2,Unfurnished,546,Ready to Move,2,650,East,1,"₹ 25,00,000","Kalwa, Thane, Maharashtra",2 Bds - 2 Ba - 650 ft2
Apartments,3,2,Unfurnished,823,Ready to Move,7,980,East,1,"₹ 65,00,000","Kolbad, Thane, Maharashtra",3 Bds - 2 Ba - 980 ft2
Apartments,2,2,Semi-Furnished,705,Ready to Move,25,1050,East,0,"₹ 1,15,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,1,1,Semi-Furnished,550,Ready to Move,5,550,West,-,"₹ 19,50,000","Shailesh Nagar, Thane, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,2,2,Unfurnished,534,Under Construction,7,822,-,-,"₹ 32,88,000","Kalher, Thane, Maharashtra",2 Bds - 2 Ba - 822 ft2
Builder Floors,-,-,-,900,-,-,1250,-,-,"₹ 90,00,000","Mumbra Bypass Rd, Thane, Maharashtra",-
Apartments,1,1,Semi-Furnished,500,Ready to Move,11,600,East,0,"₹ 77,00,000","Thane East, Thane, Maharashtra",1 Bds - 1 Ba - 600 ft2
Apartments,2,2,Semi-Furnished,600,-,36,900,East,1,"₹ 90,00,000","Kolshet Road, Thane, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,12,1000,East,1,"₹ 2,00,00,000","Ghodbuder Road, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Unfurnished,750,Under Construction,30,1000,East,1,"₹ 1,49,00,000","Hiranandani Meadows, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,3,2,Unfurnished,700,Ready to Move,16,900,East,1,"₹ 1,70,00,000","Balkum Pada, Thane, Maharashtra",3 Bds - 2 Ba - 900 ft2
Apartments,1,2,Semi-Furnished,414,Ready to Move,30,472,North-East,1,"₹ 86,00,000","Balkum Pada, Thane, Maharashtra",1 Bds - 2 Ba - 472 ft2
Apartments,2,2,Unfurnished,699,Ready to Move,8,833,East,1,"₹ 58,00,000","Thane West, Thane, Maharashtra",2 Bds - 2 Ba - 833 ft2
Apartments,2,2,Semi-Furnished,700,Ready to Move,7,950,East,1,"₹ 95,00,000","Ghodbuder Road, Thane, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,1,1,Unfurnished,423,Ready to Move,8,650,North,0,"₹ 15,50,000","Shilphata Road, Thane, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,2,2,Unfurnished,572,Ready to Move,24,800,East,0,"₹ 69,90,000","Thane West, Thane, Maharashtra",2 Bds - 2 Ba - 800 ft2
Apartments,2,2,Unfurnished,712,Under Construction,33,1000,East,1,"₹ 1,59,00,000","Kapurbawdi, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,1,2,Semi-Furnished,628,Under Construction,18,892,South-West,3+,"₹ 71,28,988","Pokharan, Thane, Maharashtra",1 Bds - 2 Ba - 892 ft2
Apartments,2,2,Unfurnished,583,Ready to Move,30,650,North-East,1,"₹ 52,00,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 650 ft2
Apartments,3,3,Semi-Furnished,1000,Ready to Move,27,1350,East,1,"₹ 1,22,00,000","Ghodbuder Road, Thane, Maharashtra",3 Bds - 3 Ba - 1350 ft2
Apartments,3,3,Semi-Furnished,850,Ready to Move,29,1310,North-East,1,"₹ 1,45,00,000","Hiranandani Estate, Thane, Maharashtra",3 Bds - 3 Ba - 1310 ft2
Apartments,2,2,Unfurnished,700,Ready to Move,16,1050,West,1,"₹ 97,00,000","Manpada, Thane, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Semi-Furnished,735,Ready to Move,18,1050,East,1,"₹ 1,40,00,000","Patlipada, Thane, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,1,1,Unfurnished,484,Ready to Move,24,700,South,-,"₹ 59,90,000","Thane West, Thane, Maharashtra",1 Bds - 1 Ba - 700 ft2
Builder Floors,2,2,Semi-Furnished,531,Ready to Move,14,717,East,1,"₹ 82,00,000","Charai, Thane, Maharashtra",2 Bds - 2 Ba - 717 ft2
Apartments,1,2,Semi-Furnished,694,Under Construction,23,839,South-East,3+,"₹ 51,78,559","Shivaji Nagar Balkum, Thane, Maharashtra",1 Bds - 2 Ba - 839 ft2
Apartments,2,2,Unfurnished,611,Under Construction,7,941,-,-,"₹ 37,64,000","Kasheli, Thane, Maharashtra",2 Bds - 2 Ba - 941 ft2
Builder Floors,1,2,Semi-Furnished,387,Ready to Move,4,588,North,1,"₹ 24,00,000","Kasheli, Thane, Maharashtra",1 Bds - 2 Ba - 588 ft2
Apartments,1,1,Unfurnished,443,Ready to Move,30,550,North-East,1,"₹ 40,00,000","Majiwada, Thane, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,3,2,Unfurnished,950,Under Construction,28,1400,East,1,"₹ 1,89,00,000","Hiranandani Estate, Thane, Maharashtra",3 Bds - 2 Ba - 1400 ft2
Apartments,1,2,Unfurnished,478,Under Construction,7,736,-,-,"₹ 29,44,000","Kapurbawdi, Thane, Maharashtra",1 Bds - 2 Ba - 736 ft2
Builder Floors,2,2,Unfurnished,750,Under Construction,19,1000,North-West,-,"₹ 64,00,000","Mumbra Bypass Rd, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,650,Ready to Move,33,1000,East,1,"₹ 1,29,00,000","Majiwada, Thane, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Furnished,780,Ready to Move,6,1067,West,1,"₹ 1,75,00,000","Kopri Colony, Thane, Maharashtra",2 Bds - 2 Ba - 1067 ft2
Apartments,1,2,Unfurnished,403,Under Construction,7,621,-,-,"₹ 24,84,000","Kalher Village, Bhiwandi, Maharashtra",1 Bds - 2 Ba - 621 ft2
