Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,3,3,Unfurnished,1100,Under Construction,4,1945,North,1,"₹ 1,17,00,000","Pokhariput, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1945 ft2
Houses & Villas,4,4,Semi-Furnished,2600,Ready to Move,2,1500,South,1,"₹ 1,25,00,000","Patia, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 1500 ft2
Apartments,3,3,Unfurnished,1440,Under Construction,22,2160,North,1,"₹ 1,46,88,000","Koradakanta, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2160 ft2
Apartments,1,1,Semi-Furnished,320,Ready to Move,3,370,South,0,"₹ 24,00,000","Bhogada, Banki, Odisha",1 Bds - 1 Ba - 370 ft2
Apartments,2,2,Semi-Furnished,930,Ready to Move,4,4000,East,1,"₹ 42,00,000","Saradeipur, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 4000 ft2
Apartments,2,2,Semi-Furnished,800,Ready to Move,4,1005,East,0,"₹ 48,00,000","Badhei Sahi, Cuttack, Odisha",2 Bds - 2 Ba - 1005 ft2
Apartments,2,2,Furnished,838,Ready to Move,3,1304,South,1,"₹ 68,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1304 ft2
Houses & Villas,-,-,Furnished,8500,Ready to Move,3,10190,West,3+,"₹ 2,00,00,000","Link Road, Cuttack, Odisha",-
Houses & Villas,2,2,Unfurnished,1000,Ready to Move,-,2784,North,-,"₹ 1,80,96,000","Ratnakar Bagh, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 2784 ft2
Apartments,2,2,Semi-Furnished,820,Under Construction,4,1122,North-East,-,"₹ 65,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1122 ft2
Houses & Villas,4+,4+,Semi-Furnished,5000,Ready to Move,2,3500,South,2,"₹ 2,40,00,000","Sundarpada, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 3500 ft2
Apartments,2,2,Furnished,1000,New Launch,5,1050,South-West,1,"₹ 35,00,000","Telenga Pentha, Cuttack, Odisha",2 Bds - 2 Ba - 1050 ft2
Builder Floors,4,4+,Semi-Furnished,921,New Launch,4,3200,North,0,"₹ 1,20,00,000","Saanta Sahi, Cuttack, Odisha",4 Bds - 4+ Ba - 3200 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,5,950,North-East,1,"₹ 36,00,000","Pahala, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 950 ft2
Houses & Villas,2,2,Furnished,633,Ready to Move,1,633,East,0,"₹ 31,00,000","Rasulgarh, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 633 ft2
Apartments,2,2,-,1170,Ready to Move,4,1270,-,1,"₹ 85,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1270 ft2
Apartments,2,2,Semi-Furnished,838,Ready to Move,3,1304,North-West,1,"₹ 65,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1304 ft2
Apartments,2,2,Unfurnished,629,Under Construction,4,944,North-East,1,"₹ 42,00,000","Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 944 ft2
Houses & Villas,3,2,Unfurnished,1100,Under Construction,2,1000,North-East,1,"₹ 27,00,000","Pahala, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,800,Under Construction,4,1123,North-East,-,"₹ 65,00,000","Ghatikia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1123 ft2
Houses & Villas,4+,4+,Furnished,680,Ready to Move,2,725,East,1,"₹ 68,00,000","Bharatpur, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 725 ft2
Apartments,3,4,Furnished,892,Ready to Move,4,1422,East,1,"₹ 1,17,00,000","Khandagiri Bari, Bhubaneshwar, Odisha",3 Bds - 4 Ba - 1422 ft2
Apartments,3,3,Furnished,1250,Ready to Move,4,1800,East,1,"₹ 18,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1800 ft2
Houses & Villas,4+,4,Semi-Furnished,1032,Ready to Move,1,1632,East,2,"₹ 85,00,000","Railway Staff Colony, Jatani, Odisha",4+ Bds - 4 Ba - 1632 ft2
Houses & Villas,4+,3,Furnished,950,Ready to Move,3,1050,-,-,"₹ 85,00,000","Harachandi Shahi, Puri, Odisha",4+ Bds - 3 Ba - 1050 ft2
Houses & Villas,3,2,Unfurnished,900,Under Construction,2,1000,North-East,1,"₹ 27,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1000 ft2
Apartments,3,2,Furnished,980,Ready to Move,7,1400,East,1,"₹ 56,00,000","Sundarpada, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1400 ft2
Houses & Villas,4+,4+,Semi-Furnished,1500,Under Construction,2,2500,-,3,"₹ 1,30,00,000","Madhusudan Nagar, Jatani, Odisha",4+ Bds - 4+ Ba - 2500 ft2
Apartments,2,2,Furnished,1040,Ready to Move,4,1040,North,1,"₹ 70,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1040 ft2
Houses & Villas,4,4,Furnished,2400,Ready to Move,1,1500,North,1,"₹ 1,46,00,000","Chakeisaini, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 1500 ft2
Apartments,2,2,Semi-Furnished,950,Ready to Move,5,1200,-,1,"₹ 66,00,000","Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,985,Under Construction,5,1246,South,1,"₹ 93,00,000","Chandrasekharpur, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1246 ft2
Apartments,3,3,Unfurnished,1033,Under Construction,4,1476,East,1,"₹ 82,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1476 ft2
Houses & Villas,2,2,Semi-Furnished,12,New Launch,2,432,North,0,"₹ 45,00,000","Marchikote Chowk Area, Puri, Odisha",2 Bds - 2 Ba - 432 ft2
Apartments,3,2,Unfurnished,1170,Under Construction,-,1600,East,1,"₹ 1,22,00,000","Chandrasekharpur, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1600 ft2
Houses & Villas,3,2,Semi-Furnished,1200,Under Construction,2,2200,North-East,1,"₹ 90,00,000","Sundarpada, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 2200 ft2
Apartments,2,2,Semi-Furnished,665,New Launch,5,965,North-East,3+,"₹ 65,00,000","Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 965 ft2
Apartments,2,2,Furnished,10670,New Launch,4,1040,-,3+,"₹ 70,00,000","Kaling Nagar Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1040 ft2
Apartments,2,2,Unfurnished,910,Ready to Move,4,1188,South-East,1,"₹ 49,00,000","Hansapal, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1188 ft2
Houses & Villas,3,3,Unfurnished,1000,Under Construction,2,2000,East,2,"₹ 78,50,000","Bankual, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2000 ft2
Apartments,1,1,Unfurnished,450,New Launch,14,663,North-East,1,"₹ 44,00,000","Phulnakhra, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 663 ft2
Apartments,3,2,Semi-Furnished,1119,Under Construction,5,1740,North,1,"₹ 87,00,000","Kalarhanga, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1740 ft2
Houses & Villas,-,-,-,706,-,-,1200,East,-,"₹ 36,00,000","BJB Nagar, Bhubaneshwar, Odisha",-
Apartments,1,1,Semi-Furnished,332,Ready to Move,5,589,East,0,"₹ 18,00,000","Gandhi Chhak, Choudwar, Odisha",1 Bds - 1 Ba - 589 ft2
Apartments,2,2,Furnished,685,Under Construction,5,784,-,2,"₹ 63,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 784 ft2
Apartments,2,2,Unfurnished,650,Ready to Move,6,982,West,1,"₹ 31,50,000","Kanhupur, Pipili, Odisha",2 Bds - 2 Ba - 982 ft2
Apartments,1,1,Semi-Furnished,604,Ready to Move,4,604,North-East,1,"₹ 22,00,000","Sundarpada, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 604 ft2
Apartments,3,2,Semi-Furnished,798,New Launch,2,1334,-,1,"₹ 62,55,858","Khandagiri, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1334 ft2
Apartments,4+,4+,Furnished,3000,Ready to Move,12,3000,North-East,3+,"₹ 50,000","Gangotri Nagar, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 3000 ft2
Apartments,1,1,Unfurnished,487,Under Construction,4,737,North-East,1,"₹ 34,98,207","Hansapal, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 737 ft2
Houses & Villas,2,2,Furnished,950,Ready to Move,-,1320,West,1,"₹ 47,00,000","Hansapal, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1320 ft2
Apartments,3,3,Semi-Furnished,1400,Under Construction,14,1700,East,2,"₹ 1,10,00,000","Acharya Vihar, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1700 ft2
Houses & Villas,3,2,Semi-Furnished,1850,Under Construction,2,2100,North-East,1,"₹ 62,00,000","Hansapal, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 2100 ft2
Houses & Villas,3,3,Unfurnished,1750,Under Construction,2,2000,North,1,"₹ 78,00,000",-,3 Bds - 3 Ba - 2000 ft2
Apartments,2,1,Semi-Furnished,950,Ready to Move,2,1300,West,3,"₹ 62,00,000","Chintamaniswar, Bhubaneshwar, Odisha",2 Bds - 1 Ba - 1300 ft2
Apartments,2,2,Furnished,1080,Ready to Move,4,1355,North-East,1,"₹ 96,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1355 ft2
Builder Floors,1,1,Semi-Furnished,13,New Launch,3,12,-,0,"₹ 13,000","Kanan Vihar Phase 2, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 12 ft2
Houses & Villas,4+,4+,Unfurnished,3000,Ready to Move,3,4300,East,1,"₹ 2,35,00,000","Mahadeb Nagar Jharapada, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 4300 ft2
Apartments,2,2,Unfurnished,810,Ready to Move,4,950,West,1,"₹ 35,00,000","Sundarpada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 950 ft2
Houses & Villas,3,3,Semi-Furnished,1850,Under Construction,2,1200,-,1,"₹ 72,00,000","Pahala, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1200 ft2
Apartments,2,2,Furnished,765,New Launch,5,956,North-East,3+,"₹ 64,00,000","Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 956 ft2
Houses & Villas,4+,3,Semi-Furnished,2600,Ready to Move,0,3484,South-East,1,"₹ 72,00,000","Kantanali, Dhenkanal, Odisha",4+ Bds - 3 Ba - 3484 ft2
Houses & Villas,4+,4+,Furnished,3900,Ready to Move,3,1500,South,1,"₹ 2,69,00,000","Bidanasi Sector 7, Cuttack, Odisha",4+ Bds - 4+ Ba - 1500 ft2
Apartments,3,2,Unfurnished,868,Under Construction,5,1260,North,1,"₹ 60,00,000","Pahala, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1260 ft2
Houses & Villas,3,3,-,1300,-,-,1500,-,1,"₹ 85,00,000","Khandagiri, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1500 ft2
Apartments,3,3,Unfurnished,1625,Under Construction,20,2709,East,1,"₹ 1,97,17,559","Khandagiri, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2709 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,3,1530,East,1,"₹ 85,00,000","Dumuduma, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1530 ft2
Apartments,2,2,Semi-Furnished,800,Under Construction,6,1080,North,1,"₹ 48,00,000","Sundarpada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1080 ft2
Houses & Villas,4,4,Semi-Furnished,2000,Under Construction,2,2236,North,1,"₹ 85,00,000","Kalarhanga, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2236 ft2
Apartments,4,4,Furnished,1780,Ready to Move,-,2000,South-East,-,"₹ 1,25,00,000","Bharatpur, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2000 ft2
Apartments,3,2,Furnished,1000,Ready to Move,-,1390,-,1,"₹ 78,00,000","Hansapal, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1390 ft2
Houses & Villas,3,3,Unfurnished,900,New Launch,2,1200,North,1,"₹ 75,00,000","Bomikhal, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1200 ft2
Apartments,3,2,Unfurnished,1200,Ready to Move,6,1360,East,1,"₹ 60,00,000","Samantarapur, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1360 ft2
Houses & Villas,4,1,Semi-Furnished,1200,New Launch,1,1200,North,2,"₹ 48,00,000","Kolata, Krushnanandapur, Odisha",4 Bds - 1 Ba - 1200 ft2
Houses & Villas,1,1,Semi-Furnished,300,Ready to Move,2,350,East,0,"₹ 10,000","Link Road, Cuttack, Odisha",1 Bds - 1 Ba - 350 ft2
Apartments,2,2,Furnished,90,Ready to Move,4,1250,North,1,"₹ 65,00,000","Badagada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1250 ft2
Farm Houses,1,1,Furnished,450,Under Construction,1,561,East,1,"₹ 35,00,000","PPL Housing Colony, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 561 ft2
Houses & Villas,3,3,Unfurnished,2100,Under Construction,1,2400,North,2,"₹ 1,20,00,000","Sundarpada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2400 ft2
Apartments,3,2,Semi-Furnished,1160,Ready to Move,-,1160,-,1,"₹ 60,00,000","Gayatri Vihar, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1160 ft2
Houses & Villas,3,2,Furnished,1200,Ready to Move,2,1300,North,2,"₹ 55,00,000","Old Nayapalli, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1300 ft2
Houses & Villas,2,1,Furnished,673,Under Construction,22,673,East,1,"₹ 29,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 1 Ba - 673 ft2
Apartments,3,2,Unfurnished,1210,Under Construction,4,1515,East,1,"₹ 93,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1515 ft2
Houses & Villas,-,-,-,706,-,-,1000,-,-,"₹ 49,00,000","BJB Nagar, Bhubaneshwar, Odisha",-
Houses & Villas,4+,4+,Furnished,750,New Launch,2,750,-,1,"₹ 68,00,000","Jaydev Nagar, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 750 ft2
Houses & Villas,3,3,Unfurnished,1260,Under Construction,2,1800,North-East,1,"₹ 78,00,000","Hansapal, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1800 ft2
Houses & Villas,2,1,Unfurnished,1100,Ready to Move,1,800,West,0,"₹ 40,00,000","SBI Colony, Cuttack, Odisha",2 Bds - 1 Ba - 800 ft2
Apartments,2,2,Unfurnished,950,Ready to Move,7,1034,North-East,1,"₹ 45,00,000","Pahala, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1034 ft2
Houses & Villas,4+,4+,Furnished,6050,Ready to Move,3,2500,South,1,"₹ 3,60,00,000","Sector 13 CDA, Cuttack, Odisha",4+ Bds - 4+ Ba - 2500 ft2
Apartments,4,4,Unfurnished,1788,Under Construction,31,2414,East,1,"₹ 2,09,00,000","Hansapal, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2414 ft2
Apartments,1,1,Unfurnished,470,-,5,500,North-West,0,"₹ 19,50,000","Sundarpada, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 500 ft2
Apartments,3,3,Semi-Furnished,1214,New Launch,20,2026,North,1,"₹ 1,46,03,392","Khandagiri, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2026 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,4,1020,-,0,"₹ 28,00,000","Khandagiri, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1020 ft2
Houses & Villas,4,3,Semi-Furnished,1886,Under Construction,2,2000,North,1,"₹ 1,02,00,000","Patia, Bhubaneshwar, Odisha",4 Bds - 3 Ba - 2000 ft2
Apartments,2,2,Unfurnished,995,Under Construction,4,1142,East,1,"₹ 70,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1142 ft2
Houses & Villas,4,1,Furnished,2600,Ready to Move,4,2600,East,1,"₹ 25,00,000","Dagarpada, Cuttack, Odisha",4 Bds - 1 Ba - 2600 ft2
Apartments,2,2,Furnished,900,Ready to Move,2,900,South,0,"₹ 46,00,000","Jaganath Vihar, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 900 ft2
Apartments,3,4,Semi-Furnished,1661,New Launch,17,2824,East,1,"₹ 2,30,00,000","Chandrasekharpur, Bhubaneshwar, Odisha",3 Bds - 4 Ba - 2824 ft2
Apartments,2,2,Unfurnished,650,Under Construction,4,1079,North-East,1,"₹ 62,60,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1079 ft2
Apartments,2,2,Unfurnished,750,Under Construction,4,1426,East,1,"₹ 78,43,000","Khandagiri, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1426 ft2
-,-,-,-,-,-,-,-,-,-,"₹ 60,00,000",-,-
Apartments,3,3,Unfurnished,1212,New Launch,12,1747,North-East,1,"₹ 1,10,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1747 ft2
Houses & Villas,3,3,Semi-Furnished,1850,Ready to Move,2,2000,North-East,1,"₹ 1,25,00,000","Hansapal, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2000 ft2
Apartments,2,2,Furnished,666,Ready to Move,5,956,North,1,"₹ 64,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 956 ft2
Apartments,3,3,Unfurnished,850,Under Construction,4,1579,East,1,"₹ 86,84,500","Khandagiri, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1579 ft2
Houses & Villas,3,3,Unfurnished,2150,Under Construction,1,1450,North,1,"₹ 90,00,000","Sundarpada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1450 ft2
Apartments,2,2,Furnished,838,Ready to Move,3,1304,North-East,1,"₹ 66,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1304 ft2
Apartments,3,2,Semi-Furnished,1200,Ready to Move,4,1410,North,1,"₹ 93,00,000","Patrapada, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1410 ft2
Houses & Villas,4,4,Unfurnished,2000,Ready to Move,2,2200,North,1,"₹ 85,00,000","Infocity, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2200 ft2
Apartments,2,2,Semi-Furnished,550,Ready to Move,6,936,East,1,"₹ 32,00,000","Nargoda, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 936 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,3,908,South,1,"₹ 32,00,000","Telenga Pentha, Cuttack, Odisha",2 Bds - 2 Ba - 908 ft2
Apartments,3,2,Semi-Furnished,1238,Under Construction,4,1892,East,1,"₹ 1,19,19,600","Pathargadia Patia, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1892 ft2
Houses & Villas,2,2,Furnished,633,Ready to Move,1,633,East,0,"₹ 31,00,000","Goda Gopinath Prasad, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 633 ft2
Houses & Villas,3,3,Unfurnished,1800,Under Construction,2,2048,North-East,1,"₹ 57,00,000","Jaganath Vihar, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2048 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,2,1150,South,1,"₹ 58,00,000","Jagamara, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1150 ft2
Apartments,3,3,Semi-Furnished,1400,Ready to Move,5,1600,North,1,"₹ 80,00,000","Patrapada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1600 ft2
Houses & Villas,2,2,Furnished,582,New Launch,1,682,North,1,"₹ 29,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 682 ft2
Farm Houses,2,2,Unfurnished,1500,New Launch,1,57000,North-East,3+,"₹ 1,60,00,000","Western Block Of Cuttack, Cuttack, Odisha",2 Bds - 2 Ba - 57000 ft2
Apartments,3,3,Semi-Furnished,1282,Under Construction,17,2180,North-East,1,"₹ 1,80,00,000","Infocity, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2180 ft2
Houses & Villas,3,3,Semi-Furnished,1900,Under Construction,2,2000,North-East,1,"₹ 72,00,000","Phulnakhra, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2000 ft2
Apartments,1,1,Unfurnished,150,Ready to Move,2,100,East,0,"₹ 10,000","Chandrasekharpur, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 100 ft2
Apartments,1,1,Semi-Furnished,470,Ready to Move,4,700,East,1,"₹ 23,00,000","Satya Vihar, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 700 ft2
Apartments,3,3,Unfurnished,1341,Under Construction,20,2222,East,1,"₹ 1,59,80,605","Patrapada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2222 ft2
Apartments,2,2,Semi-Furnished,829,Under Construction,5,1264,East,1,"₹ 69,52,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1264 ft2
Apartments,1,1,Unfurnished,360,Ready to Move,6,465,-,0,"₹ 17,75,000","Chadheibar, Balakati, Odisha",1 Bds - 1 Ba - 465 ft2
-,-,-,-,-,-,-,-,-,-,-,-,-
Apartments,2,2,Semi-Furnished,980,Ready to Move,5,1000,East,1,"₹ 35,00,000","Sundarpada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,4,3,Furnished,5000,Ready to Move,1,5000,East,1,"₹ 46,00,000","Madhusudan Nagar, Jatani, Odisha",4 Bds - 3 Ba - 5000 ft2
Apartments,2,2,Semi-Furnished,665,Ready to Move,5,956,North-West,2,"₹ 63,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 956 ft2
Apartments,2,2,Furnished,850,Ready to Move,3,1062,South,1,"₹ 60,00,000","Sundarpada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1062 ft2
Houses & Villas,4+,4,Unfurnished,1200,Under Construction,2,2000,North-East,1,"₹ 55,00,000","Hansapal, Bhubaneshwar, Odisha",4+ Bds - 4 Ba - 2000 ft2
Apartments,2,2,Unfurnished,622,Under Construction,4,933,North-West,1,"₹ 41,75,000","Tomango, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 933 ft2
Apartments,2,2,Unfurnished,663,Under Construction,5,1050,East,1,"₹ 52,80,000","Baranga, Cuttack, Odisha",2 Bds - 2 Ba - 1050 ft2
Apartments,3,2,Unfurnished,1043,Under Construction,4,1461,North,1,"₹ 84,50,000","Patrapada, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1461 ft2
Apartments,2,2,Semi-Furnished,780,Ready to Move,6,1016,North,0,"₹ 50,00,000","Botanda, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1016 ft2
Apartments,2,2,Semi-Furnished,330,Under Construction,4,1100,North-East,1,"₹ 65,00,000","Khandagiri, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Unfurnished,938,Ready to Move,4,1326,East,1,"₹ 89,69,000","Jharapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1326 ft2
Apartments,2,2,Unfurnished,900,Ready to Move,5,1100,North-East,1,"₹ 56,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Furnished,1200,Ready to Move,4,1452,East,1,"₹ 49,00,000","Pahala, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1452 ft2
Apartments,3,3,Unfurnished,918,Under Construction,4,1375,East,1,"₹ 80,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1375 ft2
Apartments,3,4,Unfurnished,1474,Under Construction,31,1990,East,1,"₹ 1,65,00,000","Pahala, Bhubaneshwar, Odisha",3 Bds - 4 Ba - 1990 ft2
Apartments,3,2,Semi-Furnished,1089,Under Construction,5,1339,East,1,"₹ 87,50,000","Chandrasekharpur, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1339 ft2
Apartments,2,2,Semi-Furnished,800,Under Construction,-,1152,-,-,"₹ 65,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1152 ft2
Houses & Villas,4,4,Furnished,820,Ready to Move,3,870,East,1,"₹ 1,05,00,000","Rajabagicha, Cuttack, Odisha",4 Bds - 4 Ba - 870 ft2
Apartments,3,3,Furnished,1026,Under Construction,3,1334,North-East,1,"₹ 67,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1334 ft2
Apartments,2,2,Unfurnished,1200,New Launch,5,1500,North-East,2,"₹ 65,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1500 ft2
Houses & Villas,4+,4,Semi-Furnished,1800,Under Construction,2,2000,East,1,"₹ 78,00,000","Baramunda, Bhubaneshwar, Odisha",4+ Bds - 4 Ba - 2000 ft2
Apartments,2,2,Unfurnished,883,Under Construction,4,1466,East,1,"₹ 65,97,000","Bankual, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1466 ft2
Houses & Villas,2,1,Furnished,1200,New Launch,1,1000,East,0,"₹ 10,000","Retang Colony, Jatani, Odisha",2 Bds - 1 Ba - 1000 ft2
Apartments,2,2,Unfurnished,760,Under Construction,4,1133,North-East,1,"₹ 56,08,307","Hansapal, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1133 ft2
